beneficiary_id,age,last_transaction_days,monthly_amount,transaction_frequency,aadhaar_verified,bank_account_reuse_count,death_record_match,location_mismatch,fraud_label
B01208,77,10,2386,1,1,1,0,0,0
B01209,72,27,2425,1,1,5,0,0,1
B01210,62,29,4064,3,1,1,0,0,0
B01211,97,25,4854,5,1,1,1,0,1
B01212,51,9,2304,3,1,1,0,0,0
B01213,76,28,1224,3,1,1,0,0,0
B01214,73,21,3211,4,1,1,0,0,0
B01215,43,22,1445,4,1,1,0,0,0
B01216,81,18,2564,3,1,1,1,0,1
B01217,63,20,3235,1,1,1,0,0,0
B01218,75,7,1544,2,1,1,0,0,0
B01219,40,15,2156,4,1,1,0,0,0
B01220,50,2,4728,1,0,5,0,0,1
B01221,76,10,2518,1,1,1,0,0,0
B01222,45,17,4613,3,1,1,0,0,0
B01223,60,22,4203,4,1,1,0,0,0
B01224,71,11,4529,2,1,1,0,0,0
B01225,41,16,2567,2,1,1,0,0,0
B01226,92,12,4598,1,1,1,0,0,0
B01227,54,11,2189,3,1,1,0,0,0
B01228,97,26,3889,2,1,1,0,0,0
B01229,63,6,4516,1,0,1,0,0,0
B01230,96,19,3322,1,0,1,0,0,0
B01231,67,7,2098,4,0,1,0,0,0
B01232,89,23,1680,4,1,1,0,0,0
B01233,48,3,1667,1,1,1,0,0,0
B01234,41,9,3503,3,1,1,0,0,0
B01235,64,9,3152,1,0,1,0,0,0
B01236,94,6,1842,2,1,1,0,0,0
B01237,70,3,4324,1,1,1,0,0,0
B01238,76,26,4381,3,1,1,0,0,0
B01239,78,8,3759,4,1,1,0,0,0
B01240,36,14,1227,1,1,1,0,0,0
B01241,64,20,3015,3,1,1,0,0,0
B01242,47,12,4075,3,1,1,0,0,0
B01243,95,20,4930,1,1,1,0,0,0
B01244,28,9,4587,4,1,1,0,0,0
B01245,52,26,3598,4,1,1,0,0,0
B01246,61,22,4849,2,1,1,0,0,0
B01247,75,1,4155,3,0,1,0,0,1
B01248,74,2,1623,4,1,1,0,0,0
B01249,31,14,1595,4,1,1,0,0,0
B01250,70,22,1560,3,1,1,0,0,0
B01251,73,13,1605,1,1,1,0,0,0
B01252,53,14,3111,2,1,1,0,0,0
B01253,79,19,4159,1,1,1,0,0,0
B01254,93,25,3120,2,1,1,0,0,0
B01255,75,13,3293,4,1,1,0,0,0
B01256,45,4,1309,2,1,1,0,0,0
B01257,96,1,2510,3,0,1,0,0,0
B01258,66,24,3130,1,1,1,0,0,0
B01259,31,5,4229,4,1,1,0,0,0
B01260,41,27,4094,3,1,1,0,0,0
B01261,38,17,4903,4,1,1,0,0,0
B01262,88,23,1652,6,1,1,0,0,1
B01263,38,10,4711,1,1,1,0,0,0
B01264,70,18,4723,2,1,1,0,0,0
B01265,91,11,2428,1,1,1,0,0,0
B01266,82,251,3675,4,1,1,0,0,1
B01267,68,23,4554,3,1,1,0,0,0
B01268,81,1,1013,2,1,1,0,0,0
B01269,34,14,2195,4,1,1,0,0,0
B01270,47,27,4489,2,1,1,0,0,0
B01271,23,21,1909,3,1,1,0,0,0
B01272,60,17,4952,2,0,1,0,0,0
B01273,72,28,2019,2,0,1,0,0,0
B01274,74,27,3825,1,0,1,0,0,0
B01275,76,10,2374,4,1,1,0,0,0
B01276,25,6,1742,1,0,1,0,0,0
B01277,89,15,4125,4,0,4,0,0,1
B01278,86,5,3715,2,1,1,0,0,0
B01279,59,12,1100,4,1,3,0,0,1
B01280,72,12,1316,4,1,1,0,0,0
B01281,20,17,2551,2,1,1,0,0,0
B01282,77,6,4673,4,1,1,0,0,0
B01283,30,9,3360,1,1,1,0,0,0
B01284,62,20,3836,4,0,1,0,0,0
B01285,65,21,1509,1,1,1,0,0,0
B01286,41,14,1191,3,1,1,0,0,0
B01287,68,2,3916,4,0,1,0,0,0
B01288,78,27,2096,7,1,1,0,0,1
B01289,52,19,3346,4,1,1,0,0,0
B01290,32,24,2179,2,1,1,0,0,0
B01291,43,29,4115,1,1,1,0,0,0
B01292,62,25,4182,2,1,1,0,0,0
B01293,97,29,2717,1,1,1,0,0,0
B01294,44,8,4890,3,1,1,0,0,0
B01295,66,14,2673,2,1,1,0,0,0
B01296,66,20,3258,3,1,1,0,0,0
B01297,55,6,4180,4,1,1,0,0,0
B01298,76,27,3291,3,1,1,0,0,0
B01299,72,28,4673,2,1,1,0,0,0
B01300,53,11,4575,2,0,1,0,0,0
B01301,28,28,4258,3,1,1,0,0,0
B01302,94,14,2025,4,1,5,0,0,1
B01303,66,26,4006,3,1,1,0,0,0
B01304,70,22,3353,2,1,1,0,0,0
B01305,54,21,1729,4,1,1,0,0,0
B01306,45,293,1204,2,1,1,0,0,1
B01307,74,26,4961,1,1,1,0,0,0
B01308,75,17,1713,5,1,1,1,0,1
B01309,72,1,4642,4,1,1,0,0,0
B01310,95,15,4399,1,1,1,0,0,0
B01311,85,25,2624,1,1,1,0,0,0
B01312,98,29,1315,3,1,1,0,0,0
B01313,73,17,1419,1,1,5,0,0,1
B01314,77,18,1963,1,1,1,0,0,0
B01315,70,6,1246,4,1,1,0,0,0
B01316,61,24,2088,4,1,1,0,0,0
B01317,74,27,4677,3,1,1,0,0,0
B01318,51,9,3861,3,0,1,0,0,1
B01319,49,4,2103,3,1,1,0,0,0
B01320,75,22,4363,2,1,1,0,0,0
B01321,42,22,2896,2,1,1,0,0,0
B01322,73,4,2648,3,1,1,0,0,0
B01323,38,13,1121,1,1,1,0,0,0
B01324,40,11,4499,4,1,1,0,0,0
B01325,48,29,3508,3,1,1,0,0,0
B01326,67,10,2450,2,1,1,0,0,0
B01327,59,7,1652,3,0,1,0,0,0
B01328,57,2,3620,3,1,1,0,0,0
B01329,35,7,4594,6,1,1,0,0,1
B01330,38,26,2872,3,1,1,0,0,0
B01331,31,22,1022,2,1,1,0,0,0
B01332,62,23,1825,8,0,1,0,0,1
B01333,40,21,3580,3,1,1,0,0,0
B01334,56,10,3347,4,1,1,0,0,0
B01335,59,4,2074,1,1,1,0,0,0
B01336,29,18,3231,3,1,1,0,0,0
B01337,71,3,1512,3,1,1,0,0,0
B01338,43,18,3288,2,1,1,0,0,0
B01339,68,21,3710,4,1,1,0,0,0
B01340,82,11,3341,4,1,1,0,0,0
B01341,60,22,2779,1,1,1,0,0,0
B01342,53,1,3091,4,1,1,0,0,0
B01343,90,1,2446,4,1,1,1,0,1
B01344,79,293,4721,4,1,1,0,0,1
B01345,36,23,4483,3,1,1,0,0,0
B01346,84,29,4191,3,0,1,0,0,1
B01347,57,21,2631,4,0,1,0,0,0
B01348,47,4,2486,4,0,1,0,0,1
B01349,60,22,3819,3,1,1,0,0,0
B01350,55,23,1916,1,1,1,0,0,0
B01351,79,397,4113,4,1,1,0,0,1
B01352,78,18,1527,4,1,1,0,0,0
B01353,68,7,2676,2,1,1,0,0,0
B01354,70,21,1416,4,1,1,0,0,0
B01355,68,1,2816,1,0,1,0,0,0
B01356,89,17,2756,2,1,1,0,0,0
B01357,62,18,3134,3,1,1,0,0,0
B01358,64,1,3540,1,1,1,0,0,0
B01359,73,7,4938,1,1,1,0,0,0
B01360,87,6,4615,9,1,1,0,0,1
B01361,60,4,4081,4,1,1,0,0,0
B01362,91,19,1096,3,1,1,1,0,1
B01363,55,27,2937,1,1,1,0,0,0
B01364,84,18,1442,4,1,1,0,0,0
B01365,67,25,1386,2,1,1,0,0,0
B01366,57,1,3932,3,1,1,0,0,0
B01367,75,9,1494,2,1,1,0,0,0
B01368,45,16,4733,3,1,1,0,0,0
B01369,72,5,4911,4,0,1,0,0,0
B01370,57,9,2463,4,1,1,0,0,0
B01371,63,24,4244,1,1,1,0,0,0
B01372,66,13,4677,2,1,1,0,0,0
B01373,92,2,4855,1,1,1,0,0,0
B01374,76,4,4798,2,1,1,0,0,0
B01375,77,22,3804,3,1,1,0,0,0
B01376,71,13,3307,1,1,1,0,0,0
B01377,64,9,3116,1,0,1,0,0,1
B01378,75,13,3340,3,1,1,0,0,0
B01379,90,4,1209,4,1,1,0,0,0
B01380,92,8,1768,3,1,1,0,0,0
B01381,67,7,3242,1,1,1,0,0,0
B01382,67,215,2472,1,1,1,0,0,1
B01383,60,13,3794,3,1,1,0,0,0
B01384,40,14,1516,1,1,1,0,0,0
B01385,39,22,3386,3,1,1,0,0,0
B01386,72,28,2741,3,1,1,0,0,0
B01387,25,13,4289,8,1,1,0,0,1
B01388,55,8,1988,2,0,1,0,0,0
B01389,78,8,3154,4,1,1,0,0,0
B01390,41,6,3383,3,1,1,0,0,0
B01391,67,211,2805,4,1,1,0,0,1
B01392,41,12,1792,4,0,1,0,0,0
B01393,51,9,3696,4,1,1,0,0,0
B01394,73,29,3517,1,1,1,0,0,0
B01395,35,23,3503,1,1,1,0,0,0
B01396,97,23,3335,2,1,1,0,0,0
B01397,40,280,1796,4,1,1,0,0,1
B01398,86,10,1684,5,1,1,1,0,1
B01399,93,14,2686,3,1,1,1,0,1
B01400,86,27,4305,5,1,1,1,0,1
B01401,55,9,3071,1,1,1,0,0,0
B01402,57,3,1043,3,1,1,0,0,0
B01403,77,24,1224,1,1,1,0,0,0
B01404,66,11,1444,3,1,1,0,0,0
B01405,66,21,1873,2,1,1,0,0,0
B01406,51,25,4192,7,1,1,0,0,1
B01407,94,5,1000,3,1,1,0,0,0
B01408,68,26,4389,3,0,1,0,0,1
B01409,78,7,4215,2,1,3,0,0,1
B01410,47,5,4538,3,1,1,0,0,0
B01411,48,23,3538,3,0,1,0,0,0
B01412,31,28,3744,2,1,1,0,0,0
B01413,48,8,1134,2,1,1,0,0,0
B01414,56,14,2729,3,0,1,0,0,0
B01415,59,26,3949,2,1,1,0,0,0
B01416,92,16,4573,3,1,1,0,0,0
B01417,75,27,4312,1,1,1,0,0,0
B01418,66,9,3428,2,1,1,0,0,0
B01419,60,23,1306,3,1,1,0,0,0
B01420,35,23,2432,3,0,1,0,0,0
B01421,70,1,1194,3,1,1,0,0,0
B01422,72,20,1234,1,1,1,0,0,0
B01423,99,17,4958,3,1,1,0,0,0
B01424,94,20,4751,1,1,1,0,0,0
B01425,74,23,1901,1,1,1,0,0,0
B01426,94,23,1463,4,1,1,0,0,0
B01427,56,12,1496,4,1,1,0,0,0
B01428,78,281,2692,2,1,1,0,0,1
B01429,61,7,1094,6,1,1,0,0,1
B01430,46,29,1835,4,0,1,0,0,1
B01431,64,19,4034,2,1,5,0,0,1
B01432,96,21,2912,1,0,1,0,0,0
B01433,64,27,3268,3,1,1,0,0,0
B01434,72,3,4262,1,1,1,0,0,0
B01435,51,18,3826,2,1,1,0,0,0
B01436,43,18,1854,1,1,1,0,0,0
B01437,76,25,2177,6,1,1,0,0,1
B01438,21,4,1504,2,1,1,0,0,0
B01439,67,22,3949,3,1,1,0,0,0
B01440,62,10,1415,4,1,1,0,0,0
B01441,64,29,3899,1,1,1,0,0,0
B01442,57,25,3290,2,1,1,0,0,0
B01443,37,6,3903,3,1,1,0,0,0
B01444,97,372,1025,3,1,1,0,0,1
B01445,98,12,4096,1,1,1,0,0,0
B01446,47,25,2219,1,1,1,0,0,0
B01447,43,27,4709,3,1,1,0,0,0
B01448,26,17,3096,4,1,1,0,0,0
B01449,40,29,1793,2,1,1,0,0,0
B01450,74,10,2801,3,1,1,0,0,0
B01451,48,9,2649,4,1,1,0,0,0
B01452,85,4,1073,4,1,1,0,0,0
B01453,45,24,1409,3,0,1,0,0,1
B01454,60,26,1819,3,1,1,0,0,0
B01455,23,10,2691,3,1,1,0,0,0
B01456,77,16,4597,8,1,1,0,0,1
B01457,68,16,4067,3,1,1,0,0,0
B01458,90,4,2062,1,0,1,0,0,1
B01459,43,9,4378,2,1,1,0,0,0
B01460,79,5,2023,2,1,1,0,0,0
B01461,69,29,2231,2,1,1,0,0,0
B01462,56,6,3948,2,1,1,0,0,0
B01463,58,4,2969,1,1,1,0,0,0
B01464,79,2,4170,2,1,1,0,0,0
B01465,78,17,2249,1,1,1,0,0,0
B01466,58,29,4389,3,1,1,0,0,0
B01467,67,23,3962,3,1,1,0,0,0
B01468,85,24,3538,5,0,1,1,0,1
B01469,49,1,1823,4,1,1,0,0,0
B01470,49,6,4870,4,1,1,0,0,0
B01471,56,8,3933,4,1,1,0,0,0
B01472,70,27,3527,2,1,1,0,0,0
B01473,44,17,2369,2,1,5,0,0,1
B01474,59,16,3822,4,0,1,0,0,0
B01475,59,19,3329,4,1,1,0,0,0
B01476,61,3,3822,1,1,1,0,0,0
B01477,74,6,1085,3,0,1,0,0,0
B01478,64,22,2469,4,1,1,0,0,0
B01479,61,22,3956,2,1,1,0,0,0
B01480,62,20,4518,3,1,1,0,0,0
B01481,79,26,2443,1,1,1,0,0,0
B01482,47,24,2151,1,1,1,0,0,0
B01483,91,10,1210,3,1,1,0,0,0
B01484,66,26,4955,2,1,3,0,0,1
B01485,75,24,1329,3,1,1,0,0,0
B01486,32,7,4031,1,1,1,0,0,0
B01487,70,29,4708,4,0,1,0,0,1
B01488,97,24,1675,4,1,1,0,0,0
B01489,62,22,4964,4,0,1,0,0,0
B01490,68,22,3237,7,1,1,0,0,1
B01491,58,19,4791,3,1,1,0,0,0
B01492,52,3,4897,2,1,1,0,0,0
B01493,91,20,1574,3,1,1,0,0,0
B01494,53,21,3980,6,1,1,0,0,1
B01495,86,6,3030,2,1,4,0,0,1
B01496,43,11,1583,4,1,1,0,0,0
B01497,75,16,4756,3,1,1,0,0,0
B01498,74,8,4717,4,1,1,0,0,0
B01499,70,10,4187,1,1,1,0,0,0
B01500,50,29,1552,1,0,1,0,0,0
B01501,75,6,3995,4,1,1,0,0,0
B01502,68,14,1347,1,0,1,0,0,1
B01503,74,18,3513,3,1,1,0,0,0
B01504,42,19,3470,4,1,1,0,0,0
B01505,71,28,3736,2,1,1,0,0,0
B01506,51,7,1178,2,1,1,0,0,0
B01507,78,27,2800,4,1,1,0,0,0
B01508,55,21,4774,1,1,1,0,0,0
B01509,73,20,3790,1,1,1,0,0,0
B01510,31,1,4621,3,1,1,0,0,0
B01511,79,8,3046,4,1,1,0,0,0
B01512,44,365,3003,2,1,1,0,0,1
B01513,58,360,2914,1,1,1,0,0,1
B01514,27,28,3079,4,1,1,0,0,0
B01515,39,27,4822,3,1,1,0,0,0
B01516,71,14,2005,1,1,1,0,0,0
B01517,57,24,3182,3,1,1,0,0,0
B01518,94,3,3744,2,1,1,0,0,0
B01519,72,17,2758,4,1,1,0,0,0
B01520,86,15,4454,4,1,1,1,0,1
B01521,39,8,4884,4,1,1,0,0,0
B01522,66,22,3350,6,1,1,0,0,1
B01523,24,5,4398,4,0,1,0,0,0
B01524,27,21,4024,4,1,1,0,0,0
B01525,83,1,3391,1,1,1,0,0,0
B01526,74,16,2118,2,1,1,0,0,0
B01527,76,22,4444,4,1,1,0,0,0
B01528,90,10,3999,3,0,1,0,0,1
B01529,97,15,2122,4,1,1,0,0,0
B01530,64,26,1645,3,1,1,0,0,0
B01531,67,15,2048,3,0,1,0,0,0
B01532,69,29,1430,4,1,1,0,0,0
B01533,60,5,2943,4,1,1,0,0,0
B01534,63,20,3597,4,1,1,0,0,0
B01535,55,13,2166,1,1,5,0,0,1
B01536,43,29,1026,3,1,1,0,0,0
B01537,99,7,3922,3,0,1,0,0,0
B01538,48,9,3779,4,1,1,0,0,0
B01539,42,6,1241,1,1,1,0,0,0
B01540,59,18,1667,2,1,1,0,0,0
B01541,56,23,4984,3,1,1,0,0,0
B01542,74,28,1258,3,0,1,0,0,0
B01543,92,5,2786,3,0,1,0,0,0
B01544,74,26,2817,1,1,1,0,0,0
B01545,74,24,2914,1,1,1,0,0,0
B01546,60,19,2793,2,1,1,0,0,0
B01547,94,29,3733,1,1,1,0,0,0
B01548,78,28,4729,4,1,1,0,0,0
B01549,86,22,1967,3,1,1,0,0,0
B01550,32,3,1802,3,1,1,0,0,0
B01551,92,4,4295,1,1,1,0,0,0
B01552,64,1,2839,3,1,1,0,0,0
B01553,58,12,2721,4,1,1,0,0,0
B01554,79,16,2910,2,1,1,0,0,0
B01555,98,20,1186,1,1,1,0,0,0
B01556,34,18,4158,3,1,1,0,0,0
B01557,43,3,2334,2,0,1,0,0,0
B01558,56,5,3715,3,1,1,0,0,0
B01559,95,22,1910,1,1,1,0,0,0
B01560,64,1,1550,2,1,1,0,0,0
B01561,49,26,4413,1,1,1,0,0,0
B01562,62,9,1976,4,1,1,0,0,0
B01563,51,27,4236,1,1,1,0,0,0
B01564,44,28,4809,4,1,1,0,0,0
B01565,78,1,1967,3,0,1,0,0,0
B01566,83,21,1848,4,1,1,0,0,0
B01567,91,25,4595,3,1,1,0,0,0
B01568,70,8,1012,3,1,1,0,0,0
B01569,88,28,4142,2,0,1,0,0,1
B01570,62,15,3582,2,0,1,0,0,0
B01571,79,5,1931,3,1,3,0,0,1
B01572,56,27,3381,4,1,1,0,0,0
B01573,55,21,2958,3,1,1,0,0,0
B01574,50,1,3709,1,0,1,0,0,0
B01575,74,7,4284,3,0,1,0,0,1
B01576,44,8,1584,2,1,1,0,0,0
B01577,79,13,1537,1,1,1,0,0,0
B01578,29,21,1418,3,1,1,0,0,0
B01579,85,20,1761,8,1,1,0,0,1
B01580,78,6,2963,4,1,1,0,0,0
B01581,79,5,2013,2,1,1,0,0,0
B01582,66,27,1591,3,0,1,0,0,0
B01583,59,4,4060,3,1,1,0,0,0
B01584,45,211,2903,4,1,1,0,0,1
B01585,45,21,2239,1,1,1,0,0,0
B01586,77,7,4454,1,1,1,0,0,0
B01587,76,13,4240,4,1,1,0,0,0
B01588,83,19,2425,1,1,1,0,0,0
B01589,69,22,2060,7,1,1,0,0,1
B01590,44,28,2554,3,1,1,0,0,0
B01591,47,28,2069,2,0,1,0,0,0
B01592,62,29,2051,1,1,1,0,0,0
B01593,54,226,2137,1,1,1,0,0,1
B01594,52,13,1333,7,1,1,0,0,1
B01595,25,15,3667,1,1,1,0,0,0
B01596,97,9,3278,3,1,1,1,0,1
B01597,81,27,4724,2,0,1,0,0,0
B01598,73,8,4613,1,1,4,0,0,1
B01599,53,8,2157,2,0,1,0,0,1
B01600,76,12,3060,3,0,1,0,0,1
B01601,65,26,1938,1,1,1,0,0,0
B01602,50,4,2931,1,1,4,0,0,1
B01603,67,8,4772,4,1,1,0,0,0
B01604,82,23,3477,2,1,1,0,0,0
B01605,72,20,4611,2,1,1,0,0,0
B01606,41,5,4334,2,0,1,0,0,1
B01607,49,28,3902,2,1,1,0,0,0
B01608,76,23,1980,1,1,1,0,0,0
B01609,63,1,4804,3,1,1,0,0,0
B01610,51,22,1611,4,1,1,0,0,0
B01611,48,16,1216,4,1,1,0,0,0
B01612,53,18,3482,4,1,1,0,0,0
B01613,63,16,3902,4,0,1,0,0,0
B01614,67,26,1396,6,0,1,0,0,1
B01615,74,17,1545,2,1,1,0,0,0
B01616,44,6,4798,1,1,1,0,0,0
B01617,60,27,1268,2,1,1,0,0,0
B01618,62,19,3454,9,1,1,0,0,1
B01619,41,6,3243,4,1,4,0,0,1
B01620,58,20,2800,1,1,1,0,0,0
B01621,72,1,3443,2,1,1,0,0,0
B01622,81,3,1171,1,1,1,0,0,0
B01623,95,16,3311,4,1,1,1,0,1
B01624,93,7,1598,3,1,1,0,0,0
B01625,75,7,3063,4,1,1,0,0,0
B01626,88,17,1446,2,1,1,0,0,0
B01627,66,12,3337,4,1,1,0,0,0
B01628,45,18,3655,1,1,1,0,0,0
B01629,72,28,1117,1,1,1,0,0,0
B01630,77,10,2300,2,1,1,0,0,0
B01631,83,6,2185,4,1,1,0,0,0
B01632,65,24,2999,2,1,1,0,0,0
B01633,52,18,3875,3,1,1,0,0,0
B01634,60,24,4994,4,1,1,0,0,0
B01635,91,29,4374,2,1,1,0,0,0
B01636,80,11,4237,1,1,1,0,0,0
B01637,79,4,3768,1,1,1,0,0,0
B01638,53,11,3459,1,1,1,0,0,0
B01639,77,10,2383,4,1,1,0,0,0
B01640,65,9,1898,4,0,1,0,0,0
B01641,69,10,3283,2,1,1,0,0,0
B01642,49,25,1558,1,1,1,0,0,0
B01643,97,14,4533,3,1,1,0,0,0
B01644,76,8,3426,3,1,1,0,0,0
B01645,44,11,4095,4,1,1,0,0,0
B01646,83,8,1306,4,0,1,1,0,1
B01647,41,24,1648,2,0,1,0,0,1
B01648,94,20,1771,4,1,1,0,0,0
B01649,51,16,2341,4,1,1,0,0,0
B01650,86,24,3851,2,1,1,0,0,0
B01651,37,22,4650,2,1,1,0,0,0
B01652,88,3,2952,1,1,1,0,0,0
B01653,42,8,3898,2,1,1,0,0,0
B01654,63,24,1544,1,1,1,0,0,0
B01655,70,182,4653,4,1,1,0,0,1
B01656,75,275,1706,2,1,1,0,0,1
B01657,71,13,2775,2,1,1,0,0,0
B01658,53,28,3705,3,1,1,0,0,0
B01659,67,23,2851,4,1,1,0,0,0
B01660,78,6,4161,4,1,1,0,0,0
B01661,54,10,1954,3,1,1,0,0,0
B01662,30,5,2711,1,1,1,0,0,0
B01663,44,16,1390,3,1,1,0,0,0
B01664,43,17,4631,4,0,1,0,0,1
B01665,64,25,4823,2,1,1,0,0,0
B01666,63,10,3091,4,1,1,0,0,0
B01667,97,15,4348,4,1,1,0,0,0
B01668,22,4,1303,4,0,1,0,0,0
B01669,47,26,3295,1,1,1,0,0,0
B01670,43,6,2663,1,1,1,0,0,0
B01671,90,17,1951,3,1,1,0,0,0
B01672,55,186,4905,1,1,1,0,0,1
B01673,45,15,1206,3,1,1,0,0,0
B01674,64,28,1900,1,1,1,0,0,0
B01675,63,27,3615,1,1,1,0,0,0
B01676,30,1,2498,4,1,1,0,0,0
B01677,70,23,3265,4,1,3,0,0,1
B01678,71,26,2685,4,1,1,0,0,0
B01679,65,24,4924,4,1,1,0,0,0
B01680,73,10,3612,4,1,1,0,0,0
B01681,54,12,3151,1,0,1,0,0,0
B01682,73,316,3010,2,1,1,0,0,1
B01683,60,7,4782,2,1,1,0,0,0
B01684,49,21,2777,3,1,1,0,0,0
B01685,46,349,1248,2,1,1,0,0,1
B01686,95,17,2947,3,1,1,1,0,1
B01687,71,25,2368,2,0,1,0,0,1
B01688,92,16,4074,2,1,1,0,0,0
B01689,26,17,3529,8,1,1,0,0,1
B01690,75,2,2849,4,1,1,0,0,0
B01691,50,16,4637,1,1,1,0,0,0
B01692,55,6,3159,2,1,1,0,0,0
B01693,59,12,3060,3,1,1,0,0,0
B01694,59,299,3424,4,1,1,0,0,1
B01695,89,21,2432,3,1,1,0,0,0
B01696,23,4,1960,4,1,1,0,0,0
B01697,72,29,3051,1,1,1,0,0,0
B01698,75,23,4517,1,1,1,0,0,0
B01699,66,9,4634,1,1,1,0,0,0
B01700,69,16,1328,1,1,1,0,0,0
B01701,26,21,2523,4,1,1,0,0,0
B01702,24,28,2324,2,1,1,0,0,0
B01703,61,22,3666,3,1,1,0,0,0
B01704,75,17,4949,4,1,1,0,0,0
B01705,37,3,4648,2,1,1,0,0,0
B01706,77,17,4966,1,1,1,0,0,0
B01707,61,20,3512,2,1,1,0,0,0
B01708,92,28,4275,4,1,1,0,0,0
B01709,79,252,1492,1,1,1,0,0,1
B01710,68,3,3022,4,0,1,0,0,0
B01711,51,28,4325,2,1,4,0,0,1
B01712,78,3,2070,1,1,1,0,0,0
B01713,84,10,4164,1,1,1,0,0,0
B01714,74,17,4283,4,1,1,0,0,0
B01715,51,26,2497,1,1,1,0,0,0
B01716,77,23,1896,3,0,4,0,0,1
B01717,49,21,3786,2,1,1,0,0,0
B01718,32,22,2553,2,0,1,0,0,0
B01719,67,2,2132,2,1,1,0,0,0
B01720,52,320,3774,2,0,1,0,0,1
B01721,83,29,3854,4,1,1,0,0,0
B01722,54,19,3865,4,1,1,0,0,0
B01723,92,28,3391,1,1,1,0,0,0
B01724,84,6,1061,2,1,1,0,0,0
B01725,74,25,2138,4,1,1,0,0,0
B01726,53,17,4759,2,0,1,0,0,0
B01727,44,2,2345,3,1,1,0,0,0
B01728,82,10,2957,4,1,1,1,0,1
B01729,25,23,2217,1,1,1,0,0,0
B01730,64,8,3838,1,1,1,0,0,0
B01731,74,28,1745,1,1,1,0,0,0
B01732,48,27,3889,4,1,1,0,0,0
B01733,49,1,1043,3,1,1,0,0,0
B01734,72,27,1594,1,1,1,0,0,0
B01735,74,27,3667,2,1,1,0,0,0
B01736,76,14,2667,1,1,1,0,0,0
B01737,77,15,4295,2,1,1,0,0,0
B01738,93,15,2218,1,1,1,0,0,0
B01739,67,19,4523,4,1,1,0,0,0
B01740,79,11,2075,4,1,1,0,0,0
B01741,91,10,4056,4,1,1,1,0,1
B01742,72,6,3225,1,1,1,0,0,0
B01743,50,13,3347,2,1,1,0,0,0
B01744,73,28,2732,2,1,1,0,0,0
B01745,43,3,2803,3,1,1,0,0,0
B01746,78,23,2553,4,1,1,0,0,0
B01747,47,12,2573,4,1,1,0,0,0
B01748,49,14,1831,6,1,1,0,0,1
B01749,61,12,2250,2,1,1,0,0,0
B01750,40,9,4600,4,1,1,0,0,0
B01751,51,15,4190,1,1,1,0,0,0
B01752,65,7,4764,4,1,1,0,0,0
B01753,58,18,1326,3,1,1,0,0,0
B01754,43,12,2232,1,0,1,0,0,0
B01755,91,4,3963,3,1,1,1,0,1
B01756,52,13,4551,2,1,1,0,0,0
B01757,84,4,1062,3,1,1,0,0,0
B01758,97,4,4533,1,1,1,0,0,0
B01759,52,11,3755,2,1,1,0,0,0
B01760,29,7,1164,3,1,1,0,0,0
B01761,43,29,2102,4,1,1,0,0,0
B01762,58,19,4740,4,1,1,0,0,0
B01763,75,15,3945,4,1,1,0,0,0
B01764,83,1,1749,1,1,1,0,0,0
B01765,55,26,3098,3,1,1,0,0,0
B01766,60,9,4444,1,1,1,0,0,0
B01767,66,26,4016,2,0,1,0,0,0
B01768,85,2,3196,2,1,1,0,0,0
B01769,44,9,2528,1,1,1,0,0,0
B01770,64,8,2677,1,0,1,0,0,0
B01771,77,6,2848,3,1,1,0,0,0
B01772,30,2,2824,4,1,1,0,0,0
B01773,64,16,4879,3,1,1,0,0,0
B01774,55,29,2110,4,1,1,0,0,0
B01775,77,16,1079,4,1,1,0,0,0
B01776,48,4,3124,1,1,1,0,0,0
B01777,65,25,2986,2,0,1,0,0,0
B01778,36,8,3511,2,1,1,0,0,0
B01779,91,27,2296,4,1,1,0,0,0
B01780,76,29,2703,1,1,1,0,0,0
B01781,61,9,1622,1,1,1,0,0,0
B01782,66,23,4199,2,1,1,0,0,0
B01783,72,16,1079,3,1,1,0,0,0
B01784,39,20,3316,4,1,1,0,0,0
B01785,57,15,1385,1,1,1,0,0,0
B01786,49,20,4675,4,1,1,0,0,0
B01787,68,13,2331,3,1,1,0,0,0
B01788,85,21,4611,4,0,1,0,0,1
B01789,57,11,3122,2,1,1,0,0,0
B01790,66,3,4987,2,1,1,0,0,0
B01791,78,7,3839,4,1,1,0,0,0
B01792,77,15,1674,4,1,1,1,0,1
B01793,92,28,1028,3,1,1,1,0,1
B01794,47,4,1294,3,1,1,0,0,0
B01795,78,9,2182,2,1,1,0,0,0
B01796,30,17,4093,4,1,1,0,0,0
B01797,70,24,4191,2,1,4,0,0,1
B01798,87,8,3055,5,0,1,1,0,1
B01799,76,2,3970,4,1,1,0,0,0
B01800,50,20,1580,1,0,1,0,0,1
B01801,80,26,2602,2,1,1,0,0,0
B01802,42,19,2062,4,1,1,0,0,0
B01803,64,20,2846,1,1,1,0,0,0
B01804,75,19,4381,2,1,1,0,0,0
B01805,37,15,1071,3,1,1,0,0,0
B01806,99,15,3625,3,1,1,0,0,0
B01807,45,22,3061,4,1,1,0,0,0
B01808,66,1,3690,8,1,1,0,0,1
B01809,73,6,4765,2,1,1,0,0,0
B01810,76,7,2231,4,1,1,0,0,0
B01811,73,10,3227,1,1,1,0,0,0
B01812,57,2,3163,3,1,1,0,0,0
